yr,j,i,value
1998,ins,fen,0.0
2004,ins,fen,0.0
2000,ins,fen,0.0
1997,ins,fen,0.0
2007,ins,fen,0.0
2010,ins,fen,0.0
2003,ins,fen,0.0
2011,ins,fen,0.0
2001,ins,fen,0.0
2008,tex,fen,0.0
2009,tex,fen,0.0
2005,tex,fen,0.0
2006,tex,fen,0.0
2012,tex,fen,0.0
2014,tex,fen,0.0
2013,tex,fen,0.0
1999,tex,fen,0.0
2002,tex,fen,0.0
2017,tex,fen,0.0
2016,tex,fen,0.0
2015,tex,fen,0.0
1998,tex,fen,0.0
2004,tex,fen,0.0
2000,tex,fen,0.0
1997,tex,fen,0.0
2007,tex,fen,0.0
2010,tex,fen,0.0
2003,tex,fen,0.0
2011,tex,fen,0.0
2001,tex,fen,0.0
2008,leg,fen,0.0
2009,leg,fen,0.0
2005,leg,fen,0.0
2006,leg,fen,0.0
2012,leg,fen,0.0
2014,leg,fen,0.0
2013,leg,fen,0.0
1999,leg,fen,0.0
2002,leg,fen,0.0
2017,leg,fen,0.0
2016,leg,fen,0.0
2015,leg,fen,0.0
1998,leg,fen,0.0
2004,leg,fen,0.0
2000,leg,fen,0.0
1997,leg,fen,0.0
2007,leg,fen,0.0
2010,leg,fen,0.0
2003,leg,fen,0.0
2011,leg,fen,0.0
2001,leg,fen,0.0
2008,fen,fen,77.21319204520255
2009,fen,fen,75.10450287246977
2005,fen,fen,69.4666139037481
2006,fen,fen,74.2063048493622
2012,fen,fen,75.80942699150887
2014,fen,fen,72.35007148308553
2013,fen,fen,71.84502283402959
1999,fen,fen,64.62541583303492
2002,fen,fen,68.90568474554317
2017,fen,fen,70.28238593286538
2016,fen,fen,72.77899081492234
2015,fen,fen,72.9243857877646
1998,fen,fen,62.3615597299092
2004,fen,fen,69.637044422986
2000,fen,fen,65.8067120472404
1997,fen,fen,60.38829590712513
2007,fen,fen,76.98378515338689
2010,fen,fen,74.00440811457636
2003,fen,fen,68.37671583393862
2011,fen,fen,70.95420744670963
2001,fen,fen,66.18437871408526
2008,uti,fen,0.0
2009,uti,fen,0.0
2005,uti,fen,0.0
2006,uti,fen,0.0
2012,uti,fen,0.0
2014,uti,fen,0.0
2013,uti,fen,0.0
1999,uti,fen,0.0
2002,uti,fen,0.0
2017,uti,fen,0.0
2016,uti,fen,0.0
2015,uti,fen,0.0
1998,uti,fen,0.0
2004,uti,fen,0.0
2000,uti,fen,0.0
1997,uti,fen,0.0
2007,uti,fen,0.0
2010,uti,fen,0.0
2003,uti,fen,0.0
2011,uti,fen,0.0
2001,uti,fen,0.0
2008,nmp,fen,0.0
2009,nmp,fen,0.0
2005,nmp,fen,0.0
2006,nmp,fen,0.0
2012,nmp,fen,0.0
2014,nmp,fen,0.0
2013,nmp,fen,0.0
1999,nmp,fen,0.0
2002,nmp,fen,0.0
2017,nmp,fen,0.0
2016,nmp,fen,0.0
2015,nmp,fen,0.0
1998,nmp,fen,0.0
2004,nmp,fen,0.0
2000,nmp,fen,0.0
1997,nmp,fen,0.0
2007,nmp,fen,0.0
2010,nmp,fen,0.0
2003,nmp,fen,0.0
2011,nmp,fen,0.0
2001,nmp,fen,0.0
2008,brd,fen,0.0
2009,brd,fen,0.0
2005,brd,fen,0.0
2006,brd,fen,0.0
2012,brd,fen,0.0
2014,brd,fen,0.0
2013,brd,fen,0.0
1999,brd,fen,0.0
2002,brd,fen,0.0
2017,brd,fen,0.0
2016,brd,fen,0.0
2015,brd,fen,0.0
1998,brd,fen,0.0
2004,brd,fen,0.0
2000,brd,fen,0.0
1997,brd,fen,0.0
2007,brd,fen,0.0
2010,brd,fen,0.0
2003,brd,fen,0.0
2011,brd,fen,0.0
2001,brd,fen,0.0
2008,bnk,fen,0.0
2009,bnk,fen,0.0
2005,bnk,fen,0.0
2006,bnk,fen,0.0
2012,bnk,fen,0.0
2014,bnk,fen,0.0
2013,bnk,fen,0.0
1999,bnk,fen,0.0
2002,bnk,fen,0.0
2017,bnk,fen,0.0
2016,bnk,fen,0.0
2015,bnk,fen,0.0
1998,bnk,fen,0.0
2004,bnk,fen,0.0
2000,bnk,fen,0.0
1997,bnk,fen,0.0
2007,bnk,fen,0.0
2010,bnk,fen,0.0
2003,bnk,fen,0.0
2011,bnk,fen,0.0
2001,bnk,fen,0.0
2008,ore,fen,0.0
2009,ore,fen,0.0
2005,ore,fen,0.0
2006,ore,fen,0.0
2012,ore,fen,0.0
2014,ore,fen,0.0
2013,ore,fen,0.0
1999,ore,fen,0.0
2002,ore,fen,0.0
2017,ore,fen,0.0
2016,ore,fen,0.0
2015,ore,fen,0.0
1998,ore,fen,0.0
2004,ore,fen,0.0
2000,ore,fen,0.0
1997,ore,fen,0.0
2007,ore,fen,0.0
2010,ore,fen,0.0
2003,ore,fen,0.0
2011,ore,fen,0.0
2001,ore,fen,0.0
2008,edu,fen,0.0
2009,edu,fen,0.0
2005,edu,fen,0.0
2006,edu,fen,0.0
2012,edu,fen,0.0
2014,edu,fen,0.0
2013,edu,fen,0.0
1999,edu,fen,0.0
2002,edu,fen,0.0
2017,edu,fen,0.0
2016,edu,fen,0.0
2015,edu,fen,0.0
1998,edu,fen,0.0
2004,edu,fen,0.0
2000,edu,fen,0.0
1997,edu,fen,0.0
2007,edu,fen,0.0
2010,edu,fen,0.0
2003,edu,fen,0.0
2011,edu,fen,0.0
2001,edu,fen,0.0
2008,ote,fen,0.0
2009,ote,fen,0.0
2005,ote,fen,0.0
2006,ote,fen,0.0
2012,ote,fen,0.0
2014,ote,fen,0.0
2013,ote,fen,0.0
1999,ote,fen,0.0
2002,ote,fen,0.0
2017,ote,fen,0.0
2016,ote,fen,0.0
2015,ote,fen,0.0
1998,ote,fen,0.0
2004,ote,fen,0.0
2000,ote,fen,0.0
1997,ote,fen,0.0
2007,ote,fen,0.0
2010,ote,fen,0.0
2003,ote,fen,0.0
2011,ote,fen,0.0
2001,ote,fen,0.0
2008,man,fen,0.0
2009,man,fen,0.0
2005,man,fen,0.0
2006,man,fen,0.0
2012,man,fen,0.0
2014,man,fen,0.0
2013,man,fen,0.0
1999,man,fen,0.0
2002,man,fen,0.0
2017,man,fen,0.0
2016,man,fen,0.0
2015,man,fen,0.0
1998,man,fen,0.0
2004,man,fen,0.0
2000,man,fen,0.0
1997,man,fen,0.0
2007,man,fen,0.0
2010,man,fen,0.0
2003,man,fen,0.0
2011,man,fen,0.0
2001,man,fen,0.0
2008,mch,fen,0.0
2009,mch,fen,0.0
2005,mch,fen,0.0
2006,mch,fen,0.0
2012,mch,fen,0.0
2014,mch,fen,0.0
2013,mch,fen,0.0
1999,mch,fen,0.0
2002,mch,fen,0.0
2017,mch,fen,0.0
2016,mch,fen,0.0
2015,mch,fen,0.0
1998,mch,fen,0.0
2004,mch,fen,0.0
2000,mch,fen,0.0
1997,mch,fen,0.0
2007,mch,fen,0.0
2010,mch,fen,0.0
2003,mch,fen,0.0
2011,mch,fen,0.0
2001,mch,fen,0.0
2008,dat,fen,0.0
2009,dat,fen,0.0
2005,dat,fen,0.0
2006,dat,fen,0.0
2012,dat,fen,0.0
2014,dat,fen,0.0
2013,dat,fen,0.0
1999,dat,fen,0.0
2002,dat,fen,0.0
2017,dat,fen,0.0
2016,dat,fen,0.0
2015,dat,fen,0.0
1998,dat,fen,0.0
2004,dat,fen,0.0
2000,dat,fen,0.0
1997,dat,fen,0.0
2007,dat,fen,0.0
2010,dat,fen,0.0
2003,dat,fen,0.0
2011,dat,fen,0.0
2001,dat,fen,0.0
2008,amd,fen,0.0
2009,amd,fen,0.0
2005,amd,fen,0.0
2006,amd,fen,0.0
2012,amd,fen,0.0
2014,amd,fen,0.0
2013,amd,fen,0.0
1999,amd,fen,0.0
2002,amd,fen,0.0
2017,amd,fen,0.0
2016,amd,fen,0.0
2015,amd,fen,0.0
1998,amd,fen,0.0
2004,amd,fen,0.0
2000,amd,fen,0.0
1997,amd,fen,0.0
2007,amd,fen,0.0
2010,amd,fen,0.0
2003,amd,fen,0.0
2011,amd,fen,0.0
2001,amd,fen,0.0
2008,oil,fen,0.0
2009,oil,fen,0.0
2005,oil,fen,0.0
2006,oil,fen,0.0
2012,oil,fen,0.0
2014,oil,fen,0.0
2013,oil,fen,0.0
1999,oil,fen,0.0
2002,oil,fen,0.0
2017,oil,fen,0.0
2016,oil,fen,0.0
2015,oil,fen,0.0
1998,oil,fen,0.0
2004,oil,fen,0.0
2000,oil,fen,0.0
1997,oil,fen,0.0
2007,oil,fen,0.0
2010,oil,fen,0.0
2003,oil,fen,0.0
2011,oil,fen,0.0
2001,oil,fen,0.0
2008,hos,fen,0.0
2009,hos,fen,0.0
2005,hos,fen,0.0
2006,hos,fen,0.0
2012,hos,fen,0.0
2014,hos,fen,0.0
2013,hos,fen,0.0
1999,hos,fen,0.0
2002,hos,fen,0.0
2017,hos,fen,0.0
2016,hos,fen,0.0
2015,hos,fen,0.0
1998,hos,fen,0.0
2004,hos,fen,0.0
2000,hos,fen,0.0
1997,hos,fen,0.0
2007,hos,fen,0.0
2010,hos,fen,0.0
2003,hos,fen,0.0
2011,hos,fen,0.0
2001,hos,fen,0.0
2008,rnt,fen,0.0
2009,rnt,fen,0.0
2005,rnt,fen,0.0
2006,rnt,fen,0.0
2012,rnt,fen,0.0
2014,rnt,fen,0.0
2013,rnt,fen,0.0
1999,rnt,fen,0.0
2002,rnt,fen,0.0
2017,rnt,fen,0.0
2016,rnt,fen,0.0
2015,rnt,fen,0.0
1998,rnt,fen,0.0
2004,rnt,fen,0.0
2000,rnt,fen,0.0
1997,rnt,fen,0.0
2007,rnt,fen,0.0
2010,rnt,fen,0.0
2003,rnt,fen,0.0
2011,rnt,fen,0.0
2001,rnt,fen,0.0
2008,pla,fen,0.0
2009,pla,fen,0.0
2005,pla,fen,0.0
2006,pla,fen,0.0
2012,pla,fen,0.0
2014,pla,fen,0.0
2013,pla,fen,0.0
1999,pla,fen,0.0
2002,pla,fen,0.0
2017,pla,fen,0.0
2016,pla,fen,0.0
2015,pla,fen,0.0
1998,pla,fen,0.0
2004,pla,fen,0.0
2000,pla,fen,0.0
1997,pla,fen,0.0
2007,pla,fen,0.0
2010,pla,fen,0.0
2003,pla,fen,0.0
2011,pla,fen,0.0
2001,pla,fen,0.0
2008,fof,fen,0.0
2009,fof,fen,0.0
2005,fof,fen,0.0
2006,fof,fen,0.0
2012,fof,fen,0.0
2014,fof,fen,0.0
2013,fof,fen,0.0
1999,fof,fen,0.0
2002,fof,fen,0.0
2017,fof,fen,0.0
2016,fof,fen,0.0
2015,fof,fen,0.0
1998,fof,fen,0.0
2004,fof,fen,0.0
2000,fof,fen,0.0
1997,fof,fen,0.0
2007,fof,fen,0.0
2010,fof,fen,0.0
2003,fof,fen,0.0
2011,fof,fen,0.0
2001,fof,fen,0.0
2008,fin,fen,0.0
2009,fin,fen,0.0
2005,fin,fen,0.0
2006,fin,fen,0.0
2012,fin,fen,0.0
2014,fin,fen,0.0
2013,fin,fen,0.0
1999,fin,fen,0.0
2002,fin,fen,0.0
2017,fin,fen,0.0
2016,fin,fen,0.0
2015,fin,fen,0.0
1998,fin,fen,0.0
2004,fin,fen,0.0
2000,fin,fen,0.0
1997,fin,fen,0.0
2007,fin,fen,0.0
2010,fin,fen,0.0
2003,fin,fen,0.0
2011,fin,fen,0.0
2001,fin,fen,0.0
2008,tsv,fen,0.0
2009,tsv,fen,0.0
2005,tsv,fen,0.0
2006,tsv,fen,0.0
2012,tsv,fen,0.0
2014,tsv,fen,0.0
2013,tsv,fen,0.0
1999,tsv,fen,0.0
2002,tsv,fen,0.0
2017,tsv,fen,0.0
2016,tsv,fen,0.0
2015,tsv,fen,0.0
1998,tsv,fen,0.0
2004,tsv,fen,0.0
2000,tsv,fen,0.0
1997,tsv,fen,0.0
2007,tsv,fen,0.0
2010,tsv,fen,0.0
2003,tsv,fen,0.0
2011,tsv,fen,0.0
2001,tsv,fen,0.0
2008,nrs,fen,0.0
2009,nrs,fen,0.0
2005,nrs,fen,0.0
2006,nrs,fen,0.0
2012,nrs,fen,0.0
2014,nrs,fen,0.0
2013,nrs,fen,0.0
1999,nrs,fen,0.0
2002,nrs,fen,0.0
2017,nrs,fen,0.0
2016,nrs,fen,0.0
2015,nrs,fen,0.0
1998,nrs,fen,0.0
2004,nrs,fen,0.0
2000,nrs,fen,0.0
1997,nrs,fen,0.0
2007,nrs,fen,0.0
2010,nrs,fen,0.0
2003,nrs,fen,0.0
2011,nrs,fen,0.0
2001,nrs,fen,0.0
2008,sec,fen,0.0
2009,sec,fen,0.0
2005,sec,fen,0.0
2006,sec,fen,0.0
2012,sec,fen,0.0
2014,sec,fen,0.0
2013,sec,fen,0.0
1999,sec,fen,0.0
2002,sec,fen,0.0
2017,sec,fen,0.0
2016,sec,fen,0.0
2015,sec,fen,0.0
1998,sec,fen,0.0
2004,sec,fen,0.0
2000,sec,fen,0.0
1997,sec,fen,0.0
2007,sec,fen,0.0
2010,sec,fen,0.0
2003,sec,fen,0.0
2011,sec,fen,0.0
2001,sec,fen,0.0
2008,art,fen,0.0
2009,art,fen,0.0
2005,art,fen,0.0
2006,art,fen,0.0
2012,art,fen,0.0
2014,art,fen,0.0
2013,art,fen,0.0
1999,art,fen,0.0
2002,art,fen,0.0
2017,art,fen,0.0
2016,art,fen,0.0
2015,art,fen,0.0
1998,art,fen,0.0
2004,art,fen,0.0
2000,art,fen,0.0
1997,art,fen,0.0
2007,art,fen,0.0
2010,art,fen,0.0
2003,art,fen,0.0
2011,art,fen,0.0
2001,art,fen,0.0
2008,mov,fen,0.0
2009,mov,fen,0.0
2005,mov,fen,0.0
2006,mov,fen,0.0
2012,mov,fen,0.0
2014,mov,fen,0.0
2013,mov,fen,0.0
1999,mov,fen,0.0
2002,mov,fen,0.0
2017,mov,fen,0.0
2016,mov,fen,0.0
2015,mov,fen,0.0
1998,mov,fen,0.0
2004,mov,fen,0.0
2000,mov,fen,0.0
1997,mov,fen,0.0
2007,mov,fen,0.0
2010,mov,fen,0.0
2003,mov,fen,0.0
2011,mov,fen,0.0
2001,mov,fen,0.0
2008,fpd,fen,0.0
2009,fpd,fen,0.0
2005,fpd,fen,0.0
2006,fpd,fen,0.0
2012,fpd,fen,0.0
2014,fpd,fen,0.0
2013,fpd,fen,0.0
1999,fpd,fen,0.0
2002,fpd,fen,0.0
2017,fpd,fen,0.0
2016,fpd,fen,0.0
2015,fpd,fen,0.0
1998,fpd,fen,0.0
2004,fpd,fen,0.0
2000,fpd,fen,0.0
1997,fpd,fen,0.0
2007,fpd,fen,0.0
2010,fpd,fen,0.0
2003,fpd,fen,0.0
2011,fpd,fen,0.0
2001,fpd,fen,0.0
2008,slg,fen,0.0
2009,slg,fen,0.0
2005,slg,fen,0.0
2006,slg,fen,0.0
2012,slg,fen,0.0
2014,slg,fen,0.0
2013,slg,fen,0.0
1999,slg,fen,0.0
2002,slg,fen,0.0
2017,slg,fen,0.0
2016,slg,fen,0.0
2015,slg,fen,0.0
1998,slg,fen,0.0
2004,slg,fen,0.0
2000,slg,fen,0.0
1997,slg,fen,0.0
2007,slg,fen,0.0
2010,slg,fen,0.0
2003,slg,fen,0.0
2011,slg,fen,0.0
2001,slg,fen,0.0
2008,pri,fen,0.0
2009,pri,fen,0.0
2005,pri,fen,0.0
2006,pri,fen,0.0
2012,pri,fen,0.0
2014,pri,fen,0.0
2013,pri,fen,0.0
1999,pri,fen,0.0
2002,pri,fen,0.0
2017,pri,fen,0.0
2016,pri,fen,0.0
2015,pri,fen,0.0
1998,pri,fen,0.0
2004,pri,fen,0.0
2000,pri,fen,0.0
1997,pri,fen,0.0
2007,pri,fen,0.0
2010,pri,fen,0.0
2003,pri,fen,0.0
2011,pri,fen,0.0
2001,pri,fen,0.0
2008,grd,fen,0.0
2009,grd,fen,0.0
2005,grd,fen,0.0
2006,grd,fen,0.0
2012,grd,fen,0.0
2014,grd,fen,0.0
2013,grd,fen,0.0
1999,grd,fen,0.0
2002,grd,fen,0.0
2017,grd,fen,0.0
2016,grd,fen,0.0
2015,grd,fen,0.0
1998,grd,fen,0.0
2004,grd,fen,0.0
2000,grd,fen,0.0
1997,grd,fen,0.0
2007,grd,fen,0.0
2010,grd,fen,0.0
2003,grd,fen,0.0
2011,grd,fen,0.0
2001,grd,fen,0.0
2008,pip,fen,0.0
2009,pip,fen,0.0
2005,pip,fen,0.0
2006,pip,fen,0.0
2012,pip,fen,0.0
2014,pip,fen,0.0
2013,pip,fen,0.0
1999,pip,fen,0.0
2002,pip,fen,0.0
2017,pip,fen,0.0
2016,pip,fen,0.0
2015,pip,fen,0.0
1998,pip,fen,0.0
2004,pip,fen,0.0
2000,pip,fen,0.0
1997,pip,fen,0.0
2007,pip,fen,0.0
2010,pip,fen,0.0
2003,pip,fen,0.0
2011,pip,fen,0.0
2001,pip,fen,0.0
2008,sle,fen,0.0
2009,sle,fen,0.0
2005,sle,fen,0.0
2006,sle,fen,0.0
2012,sle,fen,0.0
2014,sle,fen,0.0
2013,sle,fen,0.0
1999,sle,fen,0.0
2002,sle,fen,0.0
2017,sle,fen,0.0
2016,sle,fen,0.0
2015,sle,fen,0.0
1998,sle,fen,0.0
2004,sle,fen,0.0
2000,sle,fen,0.0
1997,sle,fen,0.0
2007,sle,fen,0.0
2010,sle,fen,0.0
2003,sle,fen,0.0
2011,sle,fen,0.0
2001,sle,fen,0.0
2008,osv,fen,0.0
2009,osv,fen,0.0
2005,osv,fen,0.0
2006,osv,fen,0.0
2012,osv,fen,0.0
2014,osv,fen,0.0
2013,osv,fen,0.0
1999,osv,fen,0.0
2002,osv,fen,0.0
2017,osv,fen,0.0
2016,osv,fen,0.0
2015,osv,fen,0.0
1998,osv,fen,0.0
2004,osv,fen,0.0
2000,osv,fen,0.0
1997,osv,fen,0.0
2007,osv,fen,0.0
2010,osv,fen,0.0
2003,osv,fen,0.0
2011,osv,fen,0.0
2001,osv,fen,0.0
2008,trn,fen,0.0
2009,trn,fen,0.0
2005,trn,fen,0.0
2006,trn,fen,0.0
2012,trn,fen,0.0
2014,trn,fen,0.0
2013,trn,fen,0.0
1999,trn,fen,0.0
2002,trn,fen,0.0
2017,trn,fen,0.0
2016,trn,fen,0.0
2015,trn,fen,0.0
1998,trn,fen,0.0
2004,trn,fen,0.0
2000,trn,fen,0.0
1997,trn,fen,0.0
2007,trn,fen,0.0
2010,trn,fen,0.0
2003,trn,fen,0.0
2011,trn,fen,0.0
2001,trn,fen,0.0
2008,smn,fen,0.0
2009,smn,fen,0.0
2005,smn,fen,0.0
2006,smn,fen,0.0
2012,smn,fen,0.0
2014,smn,fen,0.0
2013,smn,fen,0.0
1999,smn,fen,0.0
2002,smn,fen,0.0
2017,smn,fen,0.0
2016,smn,fen,0.0
2015,smn,fen,0.0
1998,smn,fen,0.0
2004,smn,fen,0.0
2000,smn,fen,0.0
1997,smn,fen,0.0
2007,smn,fen,0.0
2010,smn,fen,0.0
2003,smn,fen,0.0
2011,smn,fen,0.0
2001,smn,fen,0.0
2008,fmt,fen,0.0
2009,fmt,fen,0.0
2005,fmt,fen,0.0
2006,fmt,fen,0.0
2012,fmt,fen,0.0
2014,fmt,fen,0.0
2013,fmt,fen,0.0
1999,fmt,fen,0.0
2002,fmt,fen,0.0
2017,fmt,fen,0.0
2016,fmt,fen,0.0
2015,fmt,fen,0.0
1998,fmt,fen,0.0
2004,fmt,fen,0.0
2000,fmt,fen,0.0
1997,fmt,fen,0.0
2007,fmt,fen,0.0
2010,fmt,fen,0.0
2003,fmt,fen,0.0
2011,fmt,fen,0.0
2001,fmt,fen,0.0
2008,pet,fen,0.0
2009,pet,fen,0.0
2005,pet,fen,0.0
2006,pet,fen,0.0
2012,pet,fen,0.0
2014,pet,fen,0.0
2013,pet,fen,0.0
1999,pet,fen,0.0
2002,pet,fen,0.0
2017,pet,fen,0.0
2016,pet,fen,0.0
2015,pet,fen,0.0
1998,pet,fen,0.0
2004,pet,fen,0.0
2000,pet,fen,0.0
1997,pet,fen,0.0
2007,pet,fen,0.0
2010,pet,fen,0.0
2003,pet,fen,0.0
2011,pet,fen,0.0
2001,pet,fen,0.0
2008,mvt,fen,0.0
2009,mvt,fen,0.0
2005,mvt,fen,0.0
2006,mvt,fen,0.0
2012,mvt,fen,0.0
2014,mvt,fen,0.0
2013,mvt,fen,0.0
1999,mvt,fen,0.0
2002,mvt,fen,0.0
2017,mvt,fen,0.0
2016,mvt,fen,0.0
2015,mvt,fen,0.0
1998,mvt,fen,0.0
2004,mvt,fen,0.0
2000,mvt,fen,0.0
1997,mvt,fen,0.0
2007,mvt,fen,0.0
2010,mvt,fen,0.0
2003,mvt,fen,0.0
2011,mvt,fen,0.0
2001,mvt,fen,0.0
2008,cep,fen,0.0
2009,cep,fen,0.0
2005,cep,fen,0.0
2006,cep,fen,0.0
2012,cep,fen,0.0
2014,cep,fen,0.0
2013,cep,fen,0.0
1999,cep,fen,0.0
2002,cep,fen,0.0
2017,cep,fen,0.0
2016,cep,fen,0.0
2015,cep,fen,0.0
1998,cep,fen,0.0
2004,cep,fen,0.0
2000,cep,fen,0.0
1997,cep,fen,0.0
2007,cep,fen,0.0
2010,cep,fen,0.0
2003,cep,fen,0.0
2011,cep,fen,0.0
2001,cep,fen,0.0
2008,wst,fen,0.0
2009,wst,fen,0.0
2005,wst,fen,0.0
2006,wst,fen,0.0
2012,wst,fen,0.0
2014,wst,fen,0.0
2013,wst,fen,0.0
1999,wst,fen,0.0
2002,wst,fen,0.0
2017,wst,fen,0.0
2016,wst,fen,0.0
2015,wst,fen,0.0
1998,wst,fen,0.0
2004,wst,fen,0.0
2000,wst,fen,0.0
1997,wst,fen,0.0
2007,wst,fen,0.0
2010,wst,fen,0.0
2003,wst,fen,0.0
2011,wst,fen,0.0
2001,wst,fen,0.0
2008,mot,fen,0.0
2009,mot,fen,0.0
2005,mot,fen,0.0
2006,mot,fen,0.0
2012,mot,fen,0.0
2014,mot,fen,0.0
2013,mot,fen,0.0
1999,mot,fen,0.0
2002,mot,fen,0.0
2017,mot,fen,0.0
2016,mot,fen,0.0
2015,mot,fen,0.0
1998,mot,fen,0.0
2004,mot,fen,0.0
2000,mot,fen,0.0
1997,mot,fen,0.0
2007,mot,fen,0.0
2010,mot,fen,0.0
2003,mot,fen,0.0
2011,mot,fen,0.0
2001,mot,fen,0.0
2008,adm,fen,0.0
2009,adm,fen,0.0
2005,adm,fen,0.0
2006,adm,fen,0.0
2012,adm,fen,0.0
2014,adm,fen,0.0
2013,adm,fen,0.0
1999,adm,fen,0.0
2002,adm,fen,0.0
2017,adm,fen,0.0
2016,adm,fen,0.0
2015,adm,fen,0.0
1998,adm,fen,0.0
2004,adm,fen,0.0
2000,adm,fen,0.0
1997,adm,fen,0.0
2007,adm,fen,0.0
2010,adm,fen,0.0
2003,adm,fen,0.0
2011,adm,fen,0.0
2001,adm,fen,0.0
2008,soc,fen,0.0
2009,soc,fen,0.0
2005,soc,fen,0.0
2006,soc,fen,0.0
2012,soc,fen,0.0
2014,soc,fen,0.0
2013,soc,fen,0.0
1999,soc,fen,0.0
2002,soc,fen,0.0
2017,soc,fen,0.0
2016,soc,fen,0.0
2015,soc,fen,0.0
1998,soc,fen,0.0
2004,soc,fen,0.0
2000,soc,fen,0.0
1997,soc,fen,0.0
2007,soc,fen,0.0
2010,soc,fen,0.0
2003,soc,fen,0.0
2011,soc,fen,0.0
2001,soc,fen,0.0
2008,alt,fen,0.0
2009,alt,fen,0.0
2005,alt,fen,0.0
2006,alt,fen,0.0
2012,alt,fen,0.0
2014,alt,fen,0.0
2013,alt,fen,0.0
1999,alt,fen,0.0
2002,alt,fen,0.0
2017,alt,fen,0.0
2016,alt,fen,0.0
2015,alt,fen,0.0
1998,alt,fen,0.0
2004,alt,fen,0.0
2000,alt,fen,0.0
1997,alt,fen,0.0
2007,alt,fen,0.0
2010,alt,fen,0.0
2003,alt,fen,0.0
2011,alt,fen,0.0
2001,alt,fen,0.0
2008,pmt,fen,0.0
2009,pmt,fen,0.0
2005,pmt,fen,0.0
2006,pmt,fen,0.0
2012,pmt,fen,0.0
2014,pmt,fen,0.0
2013,pmt,fen,0.0
1999,pmt,fen,0.0
2002,pmt,fen,0.0
2017,pmt,fen,0.0
2016,pmt,fen,0.0
2015,pmt,fen,0.0
1998,pmt,fen,0.0
2004,pmt,fen,0.0
2000,pmt,fen,0.0
1997,pmt,fen,0.0
2007,pmt,fen,0.0
2010,pmt,fen,0.0
2003,pmt,fen,0.0
2011,pmt,fen,0.0
2001,pmt,fen,0.0
2008,trk,fen,0.0
2009,trk,fen,0.0
2005,trk,fen,0.0
2006,trk,fen,0.0
2012,trk,fen,0.0
2014,trk,fen,0.0
2013,trk,fen,0.0
1999,trk,fen,0.0
2002,trk,fen,0.0
2017,trk,fen,0.0
2016,trk,fen,0.0
2015,trk,fen,0.0
1998,trk,fen,0.0
2004,trk,fen,0.0
2000,trk,fen,0.0
1997,trk,fen,0.0
2007,trk,fen,0.0
2010,trk,fen,0.0
2003,trk,fen,0.0
2011,trk,fen,0.0
2001,trk,fen,0.0
2008,fdd,fen,0.0
2009,fdd,fen,0.0
2005,fdd,fen,0.0
2006,fdd,fen,0.0
2012,fdd,fen,0.0
2014,fdd,fen,0.0
2013,fdd,fen,0.0
1999,fdd,fen,0.0
2002,fdd,fen,0.0
2017,fdd,fen,0.0
2016,fdd,fen,0.0
2015,fdd,fen,0.0
1998,fdd,fen,0.0
2004,fdd,fen,0.0
2000,fdd,fen,0.0
1997,fdd,fen,0.0
2007,fdd,fen,0.0
2010,fdd,fen,0.0
2003,fdd,fen,0.0
2011,fdd,fen,0.0
2001,fdd,fen,0.0
2008,gmt,fen,0.0
2009,gmt,fen,0.0
2005,gmt,fen,0.0
2006,gmt,fen,0.0
2012,gmt,fen,0.0
2014,gmt,fen,0.0
2013,gmt,fen,0.0
1999,gmt,fen,0.0
2002,gmt,fen,0.0
2017,gmt,fen,0.0
2016,gmt,fen,0.0
2015,gmt,fen,0.0
1998,gmt,fen,0.0
2004,gmt,fen,0.0
2000,gmt,fen,0.0
1997,gmt,fen,0.0
2007,gmt,fen,0.0
2010,gmt,fen,0.0
2003,gmt,fen,0.0
2011,gmt,fen,0.0
2001,gmt,fen,0.0
2008,wtt,fen,0.0
2009,wtt,fen,0.0
2005,wtt,fen,0.0
2006,wtt,fen,0.0
2012,wtt,fen,0.0
2014,wtt,fen,0.0
2013,wtt,fen,0.0
1999,wtt,fen,0.0
2002,wtt,fen,0.0
2017,wtt,fen,0.0
2016,wtt,fen,0.0
2015,wtt,fen,0.0
1998,wtt,fen,0.0
2004,wtt,fen,0.0
2000,wtt,fen,0.0
1997,wtt,fen,0.0
2007,wtt,fen,0.0
2010,wtt,fen,0.0
2003,wtt,fen,0.0
2011,wtt,fen,0.0
2001,wtt,fen,0.0
2008,wpd,fen,0.0
2009,wpd,fen,0.0
2005,wpd,fen,0.0
2006,wpd,fen,0.0
2012,wpd,fen,0.0
2014,wpd,fen,0.0
2013,wpd,fen,0.0
1999,wpd,fen,0.0
2002,wpd,fen,0.0
2017,wpd,fen,0.0
2016,wpd,fen,0.0
2015,wpd,fen,0.0
1998,wpd,fen,0.0
2004,wpd,fen,0.0
2000,wpd,fen,0.0
1997,wpd,fen,0.0
2007,wpd,fen,0.0
2010,wpd,fen,0.0
2003,wpd,fen,0.0
2011,wpd,fen,0.0
2001,wpd,fen,0.0
2008,wht,fen,0.0
2009,wht,fen,0.0
2005,wht,fen,0.0
2006,wht,fen,0.0
2012,wht,fen,0.0
2014,wht,fen,0.0
2013,wht,fen,0.0
1999,wht,fen,0.0
2002,wht,fen,0.0
2017,wht,fen,0.0
2016,wht,fen,0.0
2015,wht,fen,0.0
1998,wht,fen,0.0
2004,wht,fen,0.0
