yr,ir_use,jc_use,value
2003,ott,res,0.0
2011,ott,res,0.0
2001,ott,res,0.0
2008,che,res,0.396
2009,che,res,0.453
2005,che,res,0.323
2006,che,res,0.374
2012,che,res,0.5720000000000001
2014,che,res,0.53
2013,che,res,0.547
1999,che,res,0.315
2002,che,res,0.259
2017,che,res,0.775
2016,che,res,0.673
2015,che,res,0.655
1998,che,res,0.434
2004,che,res,0.33
2000,che,res,0.254
1997,che,res,0.211
2007,che,res,0.367
2010,che,res,0.501
2003,che,res,0.327
2011,che,res,0.483
2001,che,res,0.271
2008,air,res,0.879
2009,air,res,0.709
2005,air,res,0.8270000000000001
2006,air,res,0.909
2012,air,res,1.041
2014,air,res,1.087
2013,air,res,1.046
1999,air,res,0.622
2002,air,res,0.607
2017,air,res,1.256
2016,air,res,1.329
2015,air,res,1.2570000000000001
1998,air,res,0.624
2004,air,res,0.761
2000,air,res,0.679
1997,air,res,0.554
2007,air,res,0.894
2010,air,res,0.767
2003,air,res,0.717
2011,air,res,1.031
2001,air,res,0.63
2008,mmf,res,0.602
2009,mmf,res,0.5630000000000001
2005,mmf,res,0.62
2006,mmf,res,0.624
2012,mmf,res,0.8170000000000001
2014,mmf,res,0.997
2013,mmf,res,0.884
1999,mmf,res,0.852
2002,mmf,res,0.5730000000000001
2017,mmf,res,0.9510000000000001
2016,mmf,res,0.841
2015,mmf,res,0.933
1998,mmf,res,1.311
2004,mmf,res,0.613
2000,mmf,res,0.584
1997,mmf,res,0.881
2007,mmf,res,0.796
2010,mmf,res,0.632
2003,mmf,res,0.618
2011,mmf,res,0.655
2001,mmf,res,0.706
2008,otr,res,0.355
2009,otr,res,0.358
2005,otr,res,0.384
2006,otr,res,0.406
2012,otr,res,0.361
2014,otr,res,0.369
2013,otr,res,0.369
1999,otr,res,0.28400000000000003
2002,otr,res,0.366
2017,otr,res,0.438
2016,otr,res,0.453
2015,otr,res,0.41600000000000004
1998,otr,res,0.28300000000000003
2004,otr,res,0.41500000000000004
2000,otr,res,0.32
1997,otr,res,0.244
2007,otr,res,0.41400000000000003
2010,otr,res,0.291
2003,otr,res,0.369
2011,otr,res,0.313
2001,otr,res,0.342
2008,min,res,0.612
2009,min,res,0.624
2005,min,res,0.422
2006,min,res,0.526
2012,min,res,0.5760000000000001
2014,min,res,0.54
2013,min,res,0.53
1999,min,res,0.323
2002,min,res,0.34600000000000003
2017,min,res,0.587
2016,min,res,0.442
2015,min,res,0.468
1998,min,res,0.365
2004,min,res,0.441
2000,min,res,0.272
1997,min,res,0.427
2007,min,res,0.519
2010,min,res,0.6
2003,min,res,0.418
2011,min,res,0.654
2001,min,res,0.254
2008,othtax,res,3.539
2009,othtax,res,3.6830000000000003
2005,othtax,res,3.366
2006,othtax,res,3.378
2012,othtax,res,3.732
2014,othtax,res,3.7600000000000002
2013,othtax,res,3.829
1999,othtax,res,3.204
2002,othtax,res,2.976
2017,othtax,res,4.225
2016,othtax,res,4.049
2015,othtax,res,3.89
1998,othtax,res,3.025
2004,othtax,res,3.257
2000,othtax,res,3.396
1997,othtax,res,2.791
2007,othtax,res,3.555
2010,othtax,res,3.705
2003,othtax,res,2.99
2011,othtax,res,3.678
2001,othtax,res,2.886
2008,surplus,res,50.341
2009,surplus,res,60.065
2005,surplus,res,52.287
2006,surplus,res,55.555
2012,surplus,res,66.55
2014,surplus,res,72.072
2013,surplus,res,68.548
1999,surplus,res,38.629
2002,surplus,res,52.199
2017,surplus,res,88.789
2016,surplus,res,86.506
2015,surplus,res,81.423
1998,surplus,res,33.979
2004,surplus,res,53.045
2000,surplus,res,44.435
1997,surplus,res,32.603
2007,surplus,res,49.793
2010,surplus,res,63.453
2003,surplus,res,51.508
2011,surplus,res,64.556
2001,surplus,res,45.371
2008,compen,res,187.01
2009,compen,res,182.965
2005,compen,res,164.916
2006,compen,res,174.02
2012,compen,res,215.192
2014,compen,res,242.281
2013,compen,res,226.124
1999,compen,res,117.84100000000001
2002,compen,res,138.17600000000002
2017,compen,res,292.85200000000003
2016,compen,res,277.719
2015,compen,res,260.408
1998,compen,res,107.976
2004,compen,res,157.413
2000,compen,res,125.182
1997,compen,res,97.927
2007,compen,res,184.592
2010,compen,res,187.497
2003,compen,res,147.13400000000001
2011,compen,res,198.097
2001,compen,res,132.482
2008,taxes,res,35.198
2009,taxes,res,34.499
2005,taxes,res,29.513
2006,taxes,res,32.122
2012,taxes,res,36.049
2014,taxes,res,41.112
2013,taxes,res,38.749
1999,taxes,res,19.834
2002,taxes,res,23.712
2017,taxes,res,48.223
2016,taxes,res,46.224000000000004
2015,taxes,res,43.719
1998,taxes,res,18.589
2004,taxes,res,27.203
2000,taxes,res,21.195
1997,taxes,res,17.582
2007,taxes,res,33.68
2010,taxes,res,36.817
2003,taxes,res,25.305
2011,taxes,res,34.448
2001,taxes,res,23.181
2008,subsidies,res,0.0
2009,subsidies,res,0.0
2005,subsidies,res,0.0
2006,subsidies,res,0.0
2012,subsidies,res,0.0
2014,subsidies,res,0.0
2013,subsidies,res,0.0
1999,subsidies,res,0.0
2002,subsidies,res,0.0
2017,subsidies,res,0.0
2016,subsidies,res,0.0
2015,subsidies,res,0.0
1998,subsidies,res,0.0
2004,subsidies,res,0.0
2000,subsidies,res,0.0
1997,subsidies,res,0.0
2007,subsidies,res,0.0
2010,subsidies,res,0.0
2003,subsidies,res,0.0
2011,subsidies,res,0.0
2001,subsidies,res,0.0
2008,interm,res,256.803
2009,interm,res,247.927
2005,interm,res,225.491
2006,interm,res,237.245
2012,interm,res,292.452
2014,interm,res,320.805
2013,interm,res,302.13
1999,interm,res,162.61
2002,interm,res,188.47400000000002
2017,interm,res,374.21500000000003
2016,interm,res,355.055
2015,interm,res,344.858
1998,interm,res,161.731
2004,interm,res,211.243
2000,interm,res,174.201
1997,interm,res,156.062
2007,interm,res,249.982
2010,interm,res,256.18
2003,interm,res,199.33700000000002
2011,interm,res,278.374
2001,interm,res,181.035
2008,basicvalueadded,res,240.89000000000001
2009,basicvalueadded,res,246.713
2005,basicvalueadded,res,220.56900000000002
2006,basicvalueadded,res,232.953
2012,basicvalueadded,res,285.474
2014,basicvalueadded,res,318.112
2013,basicvalueadded,res,298.50100000000003
1999,basicvalueadded,res,159.674
2002,basicvalueadded,res,193.351
2017,basicvalueadded,res,385.866
2016,basicvalueadded,res,368.274
2015,basicvalueadded,res,345.722
1998,basicvalueadded,res,144.98
2004,basicvalueadded,res,213.714
2000,basicvalueadded,res,173.012
1997,basicvalueadded,res,133.321
2007,basicvalueadded,res,237.94
2010,basicvalueadded,res,254.656
2003,basicvalueadded,res,201.632
2011,basicvalueadded,res,266.331
2001,basicvalueadded,res,180.738
2008,industryoutput,res,497.693
2009,industryoutput,res,494.64
2005,industryoutput,res,446.06
2006,industryoutput,res,470.19800000000004
2012,industryoutput,res,577.926
2014,industryoutput,res,638.917
2013,industryoutput,res,600.63
1999,industryoutput,res,322.284
2002,industryoutput,res,381.825
2017,industryoutput,res,760.081
2016,industryoutput,res,723.328
2015,industryoutput,res,690.58
1998,industryoutput,res,306.711
2004,industryoutput,res,424.957
2000,industryoutput,res,347.213
1997,industryoutput,res,289.384
2007,industryoutput,res,487.922
2010,industryoutput,res,510.836
2003,industryoutput,res,400.969
2011,industryoutput,res,544.705
2001,industryoutput,res,361.773
2008,valueadded,res,276.088
2009,valueadded,res,281.213
2005,valueadded,res,250.082
2006,valueadded,res,265.075
2012,valueadded,res,321.522
2014,valueadded,res,359.224
2013,valueadded,res,337.25
1999,valueadded,res,179.508
2002,valueadded,res,217.062
2017,valueadded,res,434.089
2016,valueadded,res,414.497
2015,valueadded,res,389.44
1998,valueadded,res,163.56900000000002
2004,valueadded,res,240.917
2000,valueadded,res,194.207
1997,valueadded,res,150.903
2007,valueadded,res,271.62
2010,valueadded,res,291.473
2003,valueadded,res,226.937
2011,valueadded,res,300.779
2001,valueadded,res,203.919
2008,ppd,com,0.306
2009,ppd,com,0.297
2005,ppd,com,0.241
2006,ppd,com,0.244
2012,ppd,com,0.429
2014,ppd,com,0.422
2013,ppd,com,0.41600000000000004
1999,ppd,com,0.264
2002,ppd,com,0.296
2017,ppd,com,0.389
2016,ppd,com,0.3
2015,ppd,com,0.322
1998,ppd,com,0.176
2004,ppd,com,0.258
2000,ppd,com,0.333
1997,ppd,com,0.11900000000000001
2007,ppd,com,0.23800000000000002
2010,ppd,com,0.44
2003,ppd,com,0.273
2011,ppd,com,0.47200000000000003
2001,ppd,com,0.311
2008,res,com,3.3160000000000003
2009,res,com,3.194
2005,res,com,2.967
2006,res,com,3.037
2012,res,com,3.212
2014,res,com,3.497
2013,res,com,3.22
1999,res,com,2.426
2002,res,com,3.3200000000000003
2017,res,com,3.386
2016,res,com,3.102
2015,res,com,2.952
1998,res,com,1.983
2004,res,com,3.067
2000,res,com,2.785
1997,res,com,1.623
2007,res,com,2.87
2010,res,com,3.371
2003,res,com,3.243
2011,res,com,3.386
2001,res,com,2.789
2008,com,com,4.812
2009,com,com,4.414
2005,com,com,3.757
2006,com,com,3.83
2012,com,com,5.181
2014,com,com,5.837
2013,com,com,5.239
1999,com,com,3.319
2002,com,com,4.148
2017,com,com,6.208
2016,com,com,5.275
2015,com,com,4.708
1998,com,com,2.455
2004,com,com,3.529
2000,com,com,4.112
1997,com,com,1.726
2007,com,com,3.7680000000000002
2010,com,com,4.969
2003,com,com,3.831
2011,com,com,5.324
2001,com,com,3.795
2008,amb,com,0.0
2009,amb,com,0.0
2005,amb,com,0.0
2006,amb,com,0.0
2012,amb,com,0.0
2014,amb,com,0.0
2013,amb,com,0.0
1999,amb,com,0.0
2002,amb,com,0.0
2017,amb,com,0.0
2016,amb,com,0.0
2015,amb,com,0.0
1998,amb,com,0.0
2004,amb,com,0.0
2000,amb,com,0.0
1997,amb,com,0.0
2007,amb,com,0.0
2010,amb,com,0.0
2003,amb,com,0.0
2011,amb,com,0.0
2001,amb,com,0.0
2008,fbp,com,0.0
2009,fbp,com,0.0
2005,fbp,com,0.0
2006,fbp,com,0.0
2012,fbp,com,0.0
2014,fbp,com,0.0
2013,fbp,com,0.0
1999,fbp,com,0.0
2002,fbp,com,0.0
2017,fbp,com,0.0
2016,fbp,com,0.0
2015,fbp,com,0.0
1998,fbp,com,0.0
2004,fbp,com,0.0
2000,fbp,com,0.0
1997,fbp,com,0.0
2007,fbp,com,0.0
2010,fbp,com,0.0
2003,fbp,com,0.0
2011,fbp,com,0.0
2001,fbp,com,0.0
2008,rec,com,0.28200000000000003
2009,rec,com,0.253
2005,rec,com,0.225
2006,rec,com,0.242
2012,rec,com,0.145
2014,rec,com,0.14100000000000001
2013,rec,com,0.14
1999,rec,com,0.14300000000000002
2002,rec,com,0.297
2017,rec,com,0.088
2016,rec,com,0.07100000000000001
2015,rec,com,0.089
1998,rec,com,0.097
2004,rec,com,0.257
2000,rec,com,0.178
1997,rec,com,0.068
2007,rec,com,0.323
2010,rec,com,0.253
2003,rec,com,0.252
2011,rec,com,0.271
2001,rec,com,0.23
2008,con,com,0.037
2009,con,com,0.036000000000000004
2005,con,com,0.018000000000000002
2006,con,com,0.015
2012,con,com,0.032
2014,con,com,0.029
2013,con,com,0.03
1999,con,com,0.056
2002,con,com,0.045
2017,con,com,0.019
2016,con,com,0.02
2015,con,com,0.025
1998,con,com,0.049
2004,con,com,0.022
2000,con,com,0.051000000000000004
1997,con,com,0.032
2007,con,com,0.028
2010,con,com,0.035
2003,con,com,0.034
2011,con,com,0.037
2001,con,com,0.058
2008,agr,com,0.001
2009,agr,com,0.002
2005,agr,com,0.001
2006,agr,com,0.001
2012,agr,com,0.002
2014,agr,com,0.002
2013,agr,com,0.002
1999,agr,com,0.001
2002,agr,com,0.001
2017,agr,com,0.001
2016,agr,com,0.001
2015,agr,com,0.001
1998,agr,com,0.001
2004,agr,com,0.001
2000,agr,com,0.001
1997,agr,com,0.0
2007,agr,com,0.001
2010,agr,com,0.002
2003,agr,com,0.001
2011,agr,com,0.002
2001,agr,com,0.001
2008,eec,com,0.906
2009,eec,com,0.607
2005,eec,com,0.6900000000000001
2006,eec,com,0.608
2012,eec,com,1.718
2014,eec,com,1.72
2013,eec,com,1.568
1999,eec,com,1.353
2002,eec,com,1.055
2017,eec,com,1.6300000000000001
2016,eec,com,1.601
2015,eec,com,1.494
1998,eec,com,0.681
2004,eec,com,0.685
2000,eec,com,2.313
1997,eec,com,0.28500000000000003
2007,eec,com,0.62
2010,eec,com,1.117
2003,eec,com,0.73
2011,eec,com,1.591
2001,eec,com,1.7870000000000001
2008,use,com,0.0
2009,use,com,0.0
2005,use,com,0.0
2006,use,com,0.0
2012,use,com,0.0
2014,use,com,0.0
2013,use,com,0.0
1999,use,com,0.0
2002,use,com,0.0
2017,use,com,0.0
2016,use,com,0.0
2015,use,com,0.0
1998,use,com,0.0
2004,use,com,0.0
2000,use,com,0.0
1997,use,com,0.0
2007,use,com,0.0
2010,use,com,0.0
2003,use,com,0.0
2011,use,com,0.0
2001,use,com,0.0
2008,fnd,com,0.0
2009,fnd,com,0.0
2005,fnd,com,0.0
2006,fnd,com,0.0
2012,fnd,com,0.0
2014,fnd,com,0.0
2013,fnd,com,0.0
1999,fnd,com,0.0
2002,fnd,com,0.0
2017,fnd,com,0.0
2016,fnd,com,0.0
2015,fnd,com,0.0
1998,fnd,com,0.0
2004,fnd,com,0.0
2000,fnd,com,0.0
1997,fnd,com,0.0
2007,fnd,com,0.0
2010,fnd,com,0.0
2003,fnd,com,0.0
2011,fnd,com,0.0
2001,fnd,com,0.0
2008,pub,com,0.678
2009,pub,com,0.594
2005,pub,com,0.622
2006,pub,com,0.592
2012,pub,com,0.666
2014,pub,com,0.787
2013,pub,com,0.715
1999,pub,com,0.5
2002,pub,com,0.8290000000000001
2017,pub,com,0.847
2016,pub,com,0.727
2015,pub,com,0.64
1998,pub,com,0.35100000000000003
2004,pub,com,0.643
2000,pub,com,0.662
1997,pub,com,0.22
2007,pub,com,0.545
2010,pub,com,0.651
2003,pub,com,0.708
2011,pub,com,0.6920000000000001
2001,pub,com,0.6970000000000001
2008,hou,com,0.0
2009,hou,com,0.0
2005,hou,com,0.0
2006,hou,com,0.0
2012,hou,com,0.0
2014,hou,com,0.0
2013,hou,com,0.0
1999,hou,com,0.0
2002,hou,com,0.0
2017,hou,com,0.0
2016,hou,com,0.0
2015,hou,com,0.0
1998,hou,com,0.0
2004,hou,com,0.0
2000,hou,com,0.0
1997,hou,com,0.0
2007,hou,com,0.0
2010,hou,com,0.0
2003,hou,com,0.0
2011,hou,com,0.0
2001,hou,com,0.0
2008,ins,com,1.077
2009,ins,com,0.909
2005,ins,com,0.846
2006,ins,com,0.855
2012,ins,com,0.794
2014,ins,com,0.998
2013,ins,com,0.787
1999,ins,com,0.725
2002,ins,com,0.8250000000000001
2017,ins,com,1.104
2016,ins,com,0.977
2015,ins,com,0.913
1998,ins,com,0.611
2004,ins,com,0.807
2000,ins,com,0.811
1997,ins,com,0.491
2007,ins,com,1.101
2010,ins,com,0.899
2003,ins,com,0.8180000000000001
2011,ins,com,0.846
2001,ins,com,0.734
2008,tex,com,0.0
2009,tex,com,0.0
2005,tex,com,0.0
2006,tex,com,0.0
2012,tex,com,0.0
2014,tex,com,0.0
2013,tex,com,0.0
1999,tex,com,0.0
2002,tex,com,0.0
2017,tex,com,0.0
2016,tex,com,0.0
2015,tex,com,0.0
1998,tex,com,0.0
2004,tex,com,0.0
2000,tex,com,0.0
1997,tex,com,0.0
2007,tex,com,0.0
2010,tex,com,0.0
2003,tex,com,0.0
2011,tex,com,0.0
2001,tex,com,0.0
2008,leg,com,4.854
2009,leg,com,4.872
2005,leg,com,3.835
2006,leg,com,4.037
2012,leg,com,4.496
2014,leg,com,4.455
2013,leg,com,4.199
1999,leg,com,3.98
2002,leg,com,4.547
2017,leg,com,4.437
2016,leg,com,4.195
2015,leg,com,3.813
1998,leg,com,3.351
2004,leg,com,3.97
2000,leg,com,4.023
1997,leg,com,2.645
2007,leg,com,4.3
2010,leg,com,5.203
2003,leg,com,4.299
2011,leg,com,5.069
2001,leg,com,3.2760000000000002
2008,fen,com,0.353
2009,fen,com,0.331
2005,fen,com,0.368
2006,fen,com,0.359
2012,fen,com,0.213
2014,fen,com,0.217
2013,fen,com,0.20800000000000002
1999,fen,com,0.431
2002,fen,com,0.483
2017,fen,com,0.177
2016,fen,com,0.18
2015,fen,com,0.17
1998,fen,com,0.398
2004,fen,com,0.367
2000,fen,com,0.454
1997,fen,com,0.323
2007,fen,com,0.337
2010,fen,com,0.3
2003,fen,com,0.43
2011,fen,com,0.252
2001,fen,com,0.438
2008,uti,com,0.5660000000000001
2009,uti,com,0.40900000000000003
2005,uti,com,0.265
2006,uti,com,0.213
2012,uti,com,0.296
2014,uti,com,0.333
2013,uti,com,0.305
1999,uti,com,0.87
2002,uti,com,0.357
2017,uti,com,0.202
2016,uti,com,0.214
2015,uti,com,0.254
1998,uti,com,0.55
2004,uti,com,0.214
2000,uti,com,1.0090000000000001
1997,uti,com,0.398
2007,uti,com,0.366
2010,uti,com,0.418
2003,uti,com,0.293
2011,uti,com,0.391
2001,uti,com,1.05
2008,nmp,com,0.089
2009,nmp,com,0.067
2005,nmp,com,0.079
2006,nmp,com,0.082
2012,nmp,com,0.112
2014,nmp,com,0.136
2013,nmp,com,0.122
1999,nmp,com,0.1
2002,nmp,com,0.084
2017,nmp,com,0.107
2016,nmp,com,0.10400000000000001
2015,nmp,com,0.11
1998,nmp,com,0.062
2004,nmp,com,0.076
2000,nmp,com,0.115
1997,nmp,com,0.026000000000000002
2007,nmp,com,0.07
2010,nmp,com,0.093
2003,nmp,com,0.069
2011,nmp,com,0.111
2001,nmp,com,0.073
2008,brd,com,4.463
2009,brd,com,4.07
2005,brd,com,4.0920000000000005
2006,brd,com,3.975
2012,brd,com,3.301
2014,brd,com,3.783
2013,brd,com,3.447
1999,brd,com,4.968
2002,brd,com,4.611
2017,brd,com,3.754
2016,brd,com,3.404
2015,brd,com,3.123
1998,brd,com,4.218
2004,brd,com,4.054
2000,brd,com,5.306
1997,brd,com,3.638
2007,brd,com,3.922
2010,brd,com,4.148
2003,brd,com,4.295
2011,brd,com,3.872
2001,brd,com,4.814
2008,bnk,com,3.1270000000000002
2009,bnk,com,3.039
2005,bnk,com,3.204
2006,bnk,com,3.412
2012,bnk,com,2.876
2014,bnk,com,2.973
2013,bnk,com,2.747
1999,bnk,com,2.861
2002,bnk,com,3.619
2017,bnk,com,3.224
2016,bnk,com,2.79
2015,bnk,com,2.484
1998,bnk,com,2.203
2004,bnk,com,3.0060000000000002
2000,bnk,com,3.358
1997,bnk,com,1.719
2007,bnk,com,3.359
2010,bnk,com,3.154
2003,bnk,com,3.444
2011,bnk,com,2.795
2001,bnk,com,3.148
2008,ore,com,6.73
2009,ore,com,6.0520000000000005
2005,ore,com,9.283
2006,ore,com,8.153
2012,ore,com,4.548
2014,ore,com,5.195
2013,ore,com,4.787
1999,ore,com,3.427
2002,ore,com,6.936
2017,ore,com,4.863
2016,ore,com,5.096
2015,ore,com,4.789
1998,ore,com,2.6270000000000002
2004,ore,com,7.064
2000,ore,com,5.507
1997,ore,com,1.705
2007,ore,com,8.237
2010,ore,com,6.549
2003,ore,com,6.432
2011,ore,com,4.804
2001,ore,com,5.92
2008,edu,com,0.033
2009,edu,com,0.053
2005,edu,com,0.02
2006,edu,com,0.019
2012,edu,com,0.066
2014,edu,com,0.07100000000000001
2013,edu,com,0.067
1999,edu,com,0.017
2002,edu,com,0.019
2017,edu,com,0.061
2016,edu,com,0.056
2015,edu,com,0.053
1998,edu,com,0.015
2004,edu,com,0.02
2000,edu,com,0.019
1997,edu,com,0.011
2007,edu,com,0.013000000000000001
2010,edu,com,0.06
2003,edu,com,0.021
2011,edu,com,0.067
2001,edu,com,0.019
2008,ote,com,0.0
2009,ote,com,0.0
2005,ote,com,0.0
2006,ote,com,0.0
2012,ote,com,0.0
2014,ote,com,0.0
2013,ote,com,0.0
1999,ote,com,0.0
2002,ote,com,0.0
2017,ote,com,0.0
2016,ote,com,0.0
2015,ote,com,0.0
1998,ote,com,0.0
2004,ote,com,0.0
2000,ote,com,0.0
1997,ote,com,0.0
2007,ote,com,0.0
2010,ote,com,0.0
2003,ote,com,0.0
2011,ote,com,0.0
2001,ote,com,0.0
2008,man,com,7.226
2009,man,com,6.184
2005,man,com,5.352
2006,man,com,4.93
2012,man,com,5.271
2014,man,com,5.845
2013,man,com,5.291
1999,man,com,3.565
2002,man,com,5.109
2017,man,com,5.478
2016,man,com,5.408
2015,man,com,5.057
1998,man,com,2.797
2004,man,com,5.035
2000,man,com,4.168
1997,man,com,2.084
2007,man,com,6.17
2010,man,com,5.631
2003,man,com,4.098
2011,man,com,5.449
2001,man,com,3.922
2008,mch,com,0.704
2009,mch,com,0.49
2005,mch,com,0.647
2006,mch,com,0.555
2012,mch,com,1.224
2014,mch,com,1.234
2013,mch,com,1.25
1999,mch,com,0.778
2002,mch,com,1.014
2017,mch,com,1.46
2016,mch,com,1.288
2015,mch,com,1.125
1998,mch,com,0.517
2004,mch,com,0.73
2000,mch,com,1.083
1997,mch,com,0.266
2007,mch,com,0.47800000000000004
2010,mch,com,0.859
2003,mch,com,0.793
2011,mch,com,1.067
2001,mch,com,0.902
2008,dat,com,1.588
2009,dat,com,1.458
2005,dat,com,1.258
2006,dat,com,1.359
2012,dat,com,1.7690000000000001
2014,dat,com,2.206
2013,dat,com,1.943
1999,dat,com,1.288
2002,dat,com,1.345
2017,dat,com,2.592
2016,dat,com,2.209
2015,dat,com,1.938
1998,dat,com,1.012
2004,dat,com,1.184
2000,dat,com,1.3880000000000001
1997,dat,com,0.838
2007,dat,com,1.295
2010,dat,com,1.764
2003,dat,com,1.2790000000000001
2011,dat,com,1.877
2001,dat,com,1.208
2008,amd,com,2.243
2009,amd,com,1.7890000000000001
2005,amd,com,2.177
2006,amd,com,2.057
2012,amd,com,2.25
2014,amd,com,2.5300000000000002
2013,amd,com,2.3000000000000003
1999,amd,com,2.424
2002,amd,com,2.6270000000000002
2017,amd,com,2.641
2016,amd,com,2.4050000000000002
2015,amd,com,2.194
1998,amd,com,2.079
2004,amd,com,2.191
2000,amd,com,2.766
1997,amd,com,1.808
2007,amd,com,1.838
2010,amd,com,2.1390000000000002
2003,amd,com,2.3810000000000002
2011,amd,com,2.241
2001,amd,com,2.398
2008,oil,com,0.002
2009,oil,com,0.001
2005,oil,com,0.001
2006,oil,com,0.001
2012,oil,com,0.0
2014,oil,com,0.0
2013,oil,com,0.0
1999,oil,com,0.0
2002,oil,com,0.0
2017,oil,com,0.0
2016,oil,com,0.0
2015,oil,com,0.0
1998,oil,com,0.001
2004,oil,com,0.001
2000,oil,com,0.001
1997,oil,com,0.001
2007,oil,com,0.002
2010,oil,com,0.0
2003,oil,com,0.001
2011,oil,com,0.0
2001,oil,com,0.0
2008,hos,com,0.0
2009,hos,com,0.0
2005,hos,com,0.0
2006,hos,com,0.0
2012,hos,com,0.0
2014,hos,com,0.0
2013,hos,com,0.0
1999,hos,com,0.0
2002,hos,com,0.0
2017,hos,com,0.0
2016,hos,com,0.0
2015,hos,com,0.0
1998,hos,com,0.0
2004,hos,com,0.0
2000,hos,com,0.0
1997,hos,com,0.0
2007,hos,com,0.0
2010,hos,com,0.0
2003,hos,com,0.0
2011,hos,com,0.0
2001,hos,com,0.0
2008,rnt,com,3.1750000000000003
2009,rnt,com,2.501
2005,rnt,com,2.128
2006,rnt,com,2.0220000000000002
2012,rnt,com,2.497
2014,rnt,com,2.676
2013,rnt,com,2.692
1999,rnt,com,3.1950000000000003
2002,rnt,com,2.708
2017,rnt,com,2.1
2016,rnt,com,2.21
2015,rnt,com,2.275
1998,rnt,com,2.142
2004,rnt,com,2.017
2000,rnt,com,3.553
1997,rnt,com,1.873
2007,rnt,com,2.6430000000000002
2010,rnt,com,2.535
2003,rnt,com,2.46
2011,rnt,com,2.357
2001,rnt,com,3.573
2008,pla,com,0.458
2009,pla,com,0.339
2005,pla,com,0.402
2006,pla,com,0.334
2012,pla,com,0.986
2014,pla,com,1.031
2013,pla,com,0.983
1999,pla,com,0.545
2002,pla,com,0.656
2017,pla,com,0.726
2016,pla,com,0.765
2015,pla,com,0.804
1998,pla,com,0.316
2004,pla,com,0.459
2000,pla,com,0.808
1997,pla,com,0.155
2007,pla,com,0.307
2010,pla,com,0.6930000000000001
2003,pla,com,0.502
2011,pla,com,0.888
2001,pla,com,0.634
2008,fof,com,0.0
2009,fof,com,0.0
2005,fof,com,0.0
2006,fof,com,0.0
2012,fof,com,0.0
2014,fof,com,0.0
2013,fof,com,0.0
1999,fof,com,0.0
2002,fof,com,0.0
2017,fof,com,0.0
2016,fof,com,0.0
2015,fof,com,0.0
1998,fof,com,0.0
2004,fof,com,0.0
2000,fof,com,0.0
1997,fof,com,0.0
2007,fof,com,0.0
2010,fof,com,0.0
2003,fof,com,0.0
2011,fof,com,0.0
2001,fof,com,0.0
2008,fin,com,0.0
2009,fin,com,0.0
2005,fin,com,0.0
2006,fin,com,0.0
2012,fin,com,0.0
2014,fin,com,0.0
2013,fin,com,0.0
1999,fin,com,0.0
2002,fin,com,0.0
2017,fin,com,0.0
2016,fin,com,0.0
2015,fin,com,0.0
1998,fin,com,0.0
2004,fin,com,0.0
2000,fin,com,0.0
1997,fin,com,0.0
2007,fin,com,0.0
2010,fin,com,0.0
2003,fin,com,0.0
2011,fin,com,0.0
2001,fin,com,0.0
2008,tsv,com,23.132
2009,tsv,com,20.899
2005,tsv,com,18.824
2006,tsv,com,18.744
2012,tsv,com,20.261
2014,tsv,com,22.954
2013,tsv,com,20.727
1999,tsv,com,18.007
2002,tsv,com,21.405
2017,tsv,com,23.23
2016,tsv,com,20.997
2015,tsv,com,19.402
1998,tsv,com,15.021
2004,tsv,com,18.189
2000,tsv,com,20.535
1997,tsv,com,11.628
2007,tsv,com,19.999
2010,tsv,com,22.294
2003,tsv,com,19.197
2011,tsv,com,22.191
2001,tsv,com,19.103
2008,nrs,com,0.0
2009,nrs,com,0.0
2005,nrs,com,0.0
2006,nrs,com,0.0
2012,nrs,com,0.0
2014,nrs,com,0.0
2013,nrs,com,0.0
1999,nrs,com,0.0
2002,nrs,com,0.0
2017,nrs,com,0.0
2016,nrs,com,0.0
2015,nrs,com,0.0
1998,nrs,com,0.0
2004,nrs,com,0.0
2000,nrs,com,0.0
1997,nrs,com,0.0
2007,nrs,com,0.0
2010,nrs,com,0.0
2003,nrs,com,0.0
2011,nrs,com,0.0
2001,nrs,com,0.0
2008,sec,com,0.481
2009,sec,com,0.535
2005,sec,com,0.631
2006,sec,com,0.687
2012,sec,com,0.425
2014,sec,com,0.427
2013,sec,com,0.395
1999,sec,com,0.58
2002,sec,com,0.622
2017,sec,com,0.435
2016,sec,com,0.378
2015,sec,com,0.342
1998,sec,com,0.438
2004,sec,com,0.556
2000,sec,com,0.714
1997,sec,com,0.323
2007,sec,com,0.652
2010,sec,com,0.56
2003,sec,com,0.596
2011,sec,com,0.465
2001,sec,com,0.602
2008,art,com,0.364
2009,art,com,0.392
2005,art,com,0.321
2006,art,com,0.324
2012,art,com,0.366
2014,art,com,0.403
2013,art,com,0.378
1999,art,com,0.313
2002,art,com,0.398
2017,art,com,0.45
2016,art,com,0.367
2015,art,com,0.353
1998,art,com,0.258
2004,art,com,0.367
2000,art,com,0.364
1997,art,com,0.213
2007,art,com,0.294
2010,art,com,0.40900000000000003
2003,art,com,0.4
2011,art,com,0.442
2001,art,com,0.371
2008,mov,com,0.014
2009,mov,com,0.011
2005,mov,com,0.013000000000000001
2006,mov,com,0.012
2012,mov,com,0.011
2014,mov,com,0.01
2013,mov,com,0.012
1999,mov,com,0.012
2002,mov,com,0.014
