uni_0,uni_1,uni_2,uni_3,value
res,NE,2002,million metric tons of carbon dioxide,2.9
res,NE,2017,million metric tons of carbon dioxide,2.2
res,NE,2016,million metric tons of carbon dioxide,2.2
res,NE,2015,million metric tons of carbon dioxide,2.3
res,NE,1998,million metric tons of carbon dioxide,2.6
res,NE,2004,million metric tons of carbon dioxide,2.5
res,NE,2000,million metric tons of carbon dioxide,2.8
res,NE,1997,million metric tons of carbon dioxide,2.9
res,NE,2007,million metric tons of carbon dioxide,2.5
res,NE,2010,million metric tons of carbon dioxide,2.7
res,NE,2003,million metric tons of carbon dioxide,2.8
res,NE,2011,million metric tons of carbon dioxide,2.6
res,NE,2001,million metric tons of carbon dioxide,3.0
res,KY,2008,million metric tons of carbon dioxide,3.7
res,KY,2009,million metric tons of carbon dioxide,3.6
res,KY,2005,million metric tons of carbon dioxide,3.9
res,KY,2006,million metric tons of carbon dioxide,3.3
res,KY,2012,million metric tons of carbon dioxide,2.8
res,KY,2014,million metric tons of carbon dioxide,3.7
res,KY,2013,million metric tons of carbon dioxide,3.4
res,KY,1999,million metric tons of carbon dioxide,4.6
res,KY,2002,million metric tons of carbon dioxide,4.0
res,KY,2017,million metric tons of carbon dioxide,2.7
res,KY,2016,million metric tons of carbon dioxide,2.9
res,KY,2015,million metric tons of carbon dioxide,3.2
res,KY,1998,million metric tons of carbon dioxide,4.2
res,KY,2004,million metric tons of carbon dioxide,4.0
res,KY,2000,million metric tons of carbon dioxide,4.6
res,KY,1997,million metric tons of carbon dioxide,5.0
res,KY,2007,million metric tons of carbon dioxide,3.5
res,KY,2010,million metric tons of carbon dioxide,3.7
res,KY,2003,million metric tons of carbon dioxide,4.3
res,KY,2011,million metric tons of carbon dioxide,3.5
res,KY,2001,million metric tons of carbon dioxide,3.9
res,NM,2008,million metric tons of carbon dioxide,2.3
res,NM,2009,million metric tons of carbon dioxide,2.2
res,NM,2005,million metric tons of carbon dioxide,2.3
res,NM,2006,million metric tons of carbon dioxide,2.1
res,NM,2012,million metric tons of carbon dioxide,2.1
res,NM,2014,million metric tons of carbon dioxide,2.1
res,NM,2013,million metric tons of carbon dioxide,2.3
res,NM,1999,million metric tons of carbon dioxide,2.3
res,NM,2002,million metric tons of carbon dioxide,2.4
res,NM,2017,million metric tons of carbon dioxide,1.9
res,NM,2016,million metric tons of carbon dioxide,2.1
res,NM,2015,million metric tons of carbon dioxide,2.1
res,NM,1998,million metric tons of carbon dioxide,2.2
res,NM,2004,million metric tons of carbon dioxide,2.3
res,NM,2000,million metric tons of carbon dioxide,2.3
res,NM,1997,million metric tons of carbon dioxide,2.2
res,NM,2007,million metric tons of carbon dioxide,2.2
res,NM,2010,million metric tons of carbon dioxide,2.3
res,NM,2003,million metric tons of carbon dioxide,2.2
res,NM,2011,million metric tons of carbon dioxide,2.2
res,NM,2001,million metric tons of carbon dioxide,2.6
res,IL,2008,million metric tons of carbon dioxide,26.9
res,IL,2009,million metric tons of carbon dioxide,25.3
res,IL,2005,million metric tons of carbon dioxide,24.8
res,IL,2006,million metric tons of carbon dioxide,22.7
res,IL,2012,million metric tons of carbon dioxide,20.5
res,IL,2014,million metric tons of carbon dioxide,27.4
res,IL,2013,million metric tons of carbon dioxide,26.0
res,IL,1999,million metric tons of carbon dioxide,26.2
res,IL,2002,million metric tons of carbon dioxide,26.2
res,IL,2017,million metric tons of carbon dioxide,21.8
res,IL,2016,million metric tons of carbon dioxide,22.3
res,IL,2015,million metric tons of carbon dioxide,23.1
res,IL,1998,million metric tons of carbon dioxide,23.6
res,IL,2004,million metric tons of carbon dioxide,25.1
res,IL,2000,million metric tons of carbon dioxide,26.9
res,IL,1997,million metric tons of carbon dioxide,28.6
res,IL,2007,million metric tons of carbon dioxide,24.7
res,IL,2010,million metric tons of carbon dioxide,23.9
res,IL,2003,million metric tons of carbon dioxide,26.8
res,IL,2011,million metric tons of carbon dioxide,23.9
res,IL,2001,million metric tons of carbon dioxide,24.3
res,NC,2008,million metric tons of carbon dioxide,5.9
res,NC,2009,million metric tons of carbon dioxide,5.7
res,NC,2005,million metric tons of carbon dioxide,6.6
res,NC,2006,million metric tons of carbon dioxide,5.7
res,NC,2012,million metric tons of carbon dioxide,4.3
res,NC,2014,million metric tons of carbon dioxide,5.7
res,NC,2013,million metric tons of carbon dioxide,5.2
res,NC,1999,million metric tons of carbon dioxide,6.3
res,NC,2002,million metric tons of carbon dioxide,6.3
res,NC,2017,million metric tons of carbon dioxide,4.5
res,NC,2016,million metric tons of carbon dioxide,5.1
res,NC,2015,million metric tons of carbon dioxide,5.3
res,NC,1998,million metric tons of carbon dioxide,6.7
res,NC,2004,million metric tons of carbon dioxide,7.1
res,NC,2000,million metric tons of carbon dioxide,7.1
res,NC,1997,million metric tons of carbon dioxide,6.8
res,NC,2007,million metric tons of carbon dioxide,5.5
res,NC,2010,million metric tons of carbon dioxide,6.4
res,NC,2003,million metric tons of carbon dioxide,7.2
res,NC,2011,million metric tons of carbon dioxide,5.1
res,NC,2001,million metric tons of carbon dioxide,6.8
res,VA,2008,million metric tons of carbon dioxide,6.9
res,VA,2009,million metric tons of carbon dioxide,6.9
res,VA,2005,million metric tons of carbon dioxide,8.4
res,VA,2006,million metric tons of carbon dioxide,6.9
res,VA,2012,million metric tons of carbon dioxide,5.4
res,VA,2014,million metric tons of carbon dioxide,7.0
res,VA,2013,million metric tons of carbon dioxide,6.5
res,VA,1999,million metric tons of carbon dioxide,7.2
res,VA,2002,million metric tons of carbon dioxide,7.2
res,VA,2017,million metric tons of carbon dioxide,5.6
res,VA,2016,million metric tons of carbon dioxide,5.7
res,VA,2015,million metric tons of carbon dioxide,6.5
res,VA,1998,million metric tons of carbon dioxide,7.0
res,VA,2004,million metric tons of carbon dioxide,8.3
res,VA,2000,million metric tons of carbon dioxide,8.2
res,VA,1997,million metric tons of carbon dioxide,7.7
res,VA,2007,million metric tons of carbon dioxide,7.3
res,VA,2010,million metric tons of carbon dioxide,7.1
res,VA,2003,million metric tons of carbon dioxide,8.3
res,VA,2011,million metric tons of carbon dioxide,6.4
res,VA,2001,million metric tons of carbon dioxide,7.4
res,CT,2008,million metric tons of carbon dioxide,8.0
res,CT,2009,million metric tons of carbon dioxide,8.0
res,CT,2005,million metric tons of carbon dioxide,9.2
res,CT,2006,million metric tons of carbon dioxide,8.0
res,CT,2012,million metric tons of carbon dioxide,6.6
res,CT,2014,million metric tons of carbon dioxide,7.5
res,CT,2013,million metric tons of carbon dioxide,7.2
res,CT,1999,million metric tons of carbon dioxide,7.9
res,CT,2002,million metric tons of carbon dioxide,8.1
res,CT,2017,million metric tons of carbon dioxide,6.5
res,CT,2016,million metric tons of carbon dioxide,6.3
res,CT,2015,million metric tons of carbon dioxide,7.7
res,CT,1998,million metric tons of carbon dioxide,7.0
res,CT,2004,million metric tons of carbon dioxide,10.1
res,CT,2000,million metric tons of carbon dioxide,8.6
res,CT,1997,million metric tons of carbon dioxide,8.0
res,CT,2007,million metric tons of carbon dioxide,8.2
res,CT,2010,million metric tons of carbon dioxide,7.5
res,CT,2003,million metric tons of carbon dioxide,9.6
res,CT,2011,million metric tons of carbon dioxide,7.2
res,CT,2001,million metric tons of carbon dioxide,8.3
res,MI,2008,million metric tons of carbon dioxide,21.5
res,MI,2009,million metric tons of carbon dioxide,20.5
res,MI,2005,million metric tons of carbon dioxide,24.0
res,MI,2006,million metric tons of carbon dioxide,20.0
res,MI,2012,million metric tons of carbon dioxide,16.8
res,MI,2014,million metric tons of carbon dioxide,21.9
res,MI,2013,million metric tons of carbon dioxide,20.6
res,MI,1999,million metric tons of carbon dioxide,23.7
res,MI,2002,million metric tons of carbon dioxide,24.8
res,MI,2017,million metric tons of carbon dioxide,18.9
res,MI,2016,million metric tons of carbon dioxide,18.6
res,MI,2015,million metric tons of carbon dioxide,19.4
res,MI,1998,million metric tons of carbon dioxide,21.5
res,MI,2004,million metric tons of carbon dioxide,24.0
res,MI,2000,million metric tons of carbon dioxide,24.5
res,MI,1997,million metric tons of carbon dioxide,25.3
res,MI,2007,million metric tons of carbon dioxide,21.1
res,MI,2010,million metric tons of carbon dioxide,18.9
res,MI,2003,million metric tons of carbon dioxide,25.9
res,MI,2011,million metric tons of carbon dioxide,19.5
res,MI,2001,million metric tons of carbon dioxide,23.6
res,DE,2008,million metric tons of carbon dioxide,1.0
res,DE,2009,million metric tons of carbon dioxide,1.0
res,DE,2005,million metric tons of carbon dioxide,1.2
res,DE,2006,million metric tons of carbon dioxide,1.0
res,DE,2012,million metric tons of carbon dioxide,0.8
res,DE,2014,million metric tons of carbon dioxide,1.0
res,DE,2013,million metric tons of carbon dioxide,0.9
res,DE,1999,million metric tons of carbon dioxide,1.1
res,DE,2002,million metric tons of carbon dioxide,1.2
res,DE,2017,million metric tons of carbon dioxide,0.8
res,DE,2016,million metric tons of carbon dioxide,0.8
res,DE,2015,million metric tons of carbon dioxide,1.0
res,DE,1998,million metric tons of carbon dioxide,1.1
res,DE,2004,million metric tons of carbon dioxide,1.2
res,DE,2000,million metric tons of carbon dioxide,1.2
res,DE,1997,million metric tons of carbon dioxide,1.1
res,DE,2007,million metric tons of carbon dioxide,1.0
res,DE,2010,million metric tons of carbon dioxide,1.0
res,DE,2003,million metric tons of carbon dioxide,1.3
res,DE,2011,million metric tons of carbon dioxide,0.9
res,DE,2001,million metric tons of carbon dioxide,1.2
res,HI,2008,million metric tons of carbon dioxide,0.1
res,HI,2009,million metric tons of carbon dioxide,0.1
res,HI,2005,million metric tons of carbon dioxide,0.1
res,HI,2006,million metric tons of carbon dioxide,0.1
res,HI,2012,million metric tons of carbon dioxide,0.1
res,HI,2014,million metric tons of carbon dioxide,0.1
res,HI,2013,million metric tons of carbon dioxide,0.1
res,HI,1999,million metric tons of carbon dioxide,0.1
res,HI,2002,million metric tons of carbon dioxide,0.1
res,HI,2017,million metric tons of carbon dioxide,0.1
res,HI,2016,million metric tons of carbon dioxide,0.1
res,HI,2015,million metric tons of carbon dioxide,0.1
res,HI,1998,million metric tons of carbon dioxide,0.1
res,HI,2004,million metric tons of carbon dioxide,0.1
res,HI,2000,million metric tons of carbon dioxide,0.1
res,HI,2007,million metric tons of carbon dioxide,0.1
res,HI,2010,million metric tons of carbon dioxide,0.1
res,HI,2003,million metric tons of carbon dioxide,0.1
res,HI,2011,million metric tons of carbon dioxide,0.1
res,HI,2001,million metric tons of carbon dioxide,0.1
res,GA,2008,million metric tons of carbon dioxide,7.2
res,GA,2009,million metric tons of carbon dioxide,7.1
res,GA,2005,million metric tons of carbon dioxide,7.6
res,GA,2006,million metric tons of carbon dioxide,6.7
res,GA,2012,million metric tons of carbon dioxide,6.0
res,GA,2014,million metric tons of carbon dioxide,7.9
res,GA,2013,million metric tons of carbon dioxide,7.1
res,GA,1999,million metric tons of carbon dioxide,6.4
res,GA,2002,million metric tons of carbon dioxide,7.7
res,GA,2017,million metric tons of carbon dioxide,6.5
res,GA,2016,million metric tons of carbon dioxide,6.8
res,GA,2015,million metric tons of carbon dioxide,6.9
res,GA,1998,million metric tons of carbon dioxide,6.8
res,GA,2004,million metric tons of carbon dioxide,7.8
res,GA,2000,million metric tons of carbon dioxide,8.7
res,GA,1997,million metric tons of carbon dioxide,7.3
res,GA,2007,million metric tons of carbon dioxide,6.8
res,GA,2010,million metric tons of carbon dioxide,8.3
res,GA,2003,million metric tons of carbon dioxide,7.9
res,GA,2011,million metric tons of carbon dioxide,6.7
res,GA,2001,million metric tons of carbon dioxide,7.4
res,CA,2008,million metric tons of carbon dioxide,28.8
res,CA,2009,million metric tons of carbon dioxide,28.3
res,CA,2005,million metric tons of carbon dioxide,28.2
res,CA,2006,million metric tons of carbon dioxide,28.4
res,CA,2012,million metric tons of carbon dioxide,27.3
res,CA,2014,million metric tons of carbon dioxide,22.9
res,CA,2013,million metric tons of carbon dioxide,27.7
res,CA,1999,million metric tons of carbon dioxide,32.0
res,CA,2002,million metric tons of carbon dioxide,28.7
res,CA,2017,million metric tons of carbon dioxide,25.1
res,CA,2016,million metric tons of carbon dioxide,24.1
res,CA,2015,million metric tons of carbon dioxide,23.4
res,CA,1998,million metric tons of carbon dioxide,32.3
res,CA,2004,million metric tons of carbon dioxide,29.4
res,CA,2000,million metric tons of carbon dioxide,27.6
res,CA,1997,million metric tons of carbon dioxide,26.8
res,CA,2007,million metric tons of carbon dioxide,28.6
res,CA,2010,million metric tons of carbon dioxide,28.9
res,CA,2003,million metric tons of carbon dioxide,28.4
res,CA,2011,million metric tons of carbon dioxide,29.7
res,CA,2001,million metric tons of carbon dioxide,28.7
res,ME,2008,million metric tons of carbon dioxide,3.1
res,ME,2009,million metric tons of carbon dioxide,2.9
res,ME,2005,million metric tons of carbon dioxide,4.6
res,ME,2006,million metric tons of carbon dioxide,4.0
res,ME,2012,million metric tons of carbon dioxide,2.2
res,ME,2014,million metric tons of carbon dioxide,2.5
res,ME,2013,million metric tons of carbon dioxide,2.4
res,ME,1999,million metric tons of carbon dioxide,4.0
res,ME,2002,million metric tons of carbon dioxide,3.5
res,ME,2017,million metric tons of carbon dioxide,3.0
res,ME,2016,million metric tons of carbon dioxide,2.9
res,ME,2015,million metric tons of carbon dioxide,3.0
res,ME,1998,million metric tons of carbon dioxide,4.2
res,ME,2004,million metric tons of carbon dioxide,5.1
res,ME,2000,million metric tons of carbon dioxide,3.9
res,ME,1997,million metric tons of carbon dioxide,3.9
res,ME,2007,million metric tons of carbon dioxide,3.8
res,ME,2010,million metric tons of carbon dioxide,2.6
res,ME,2003,million metric tons of carbon dioxide,4.7
res,ME,2011,million metric tons of carbon dioxide,2.7
res,ME,2001,million metric tons of carbon dioxide,3.8
res,MA,2008,million metric tons of carbon dioxide,14.3
res,MA,2009,million metric tons of carbon dioxide,13.8
res,MA,2005,million metric tons of carbon dioxide,14.8
res,MA,2006,million metric tons of carbon dioxide,12.7
res,MA,2012,million metric tons of carbon dioxide,11.7
res,MA,2014,million metric tons of carbon dioxide,13.6
res,MA,2013,million metric tons of carbon dioxide,12.3
res,MA,1999,million metric tons of carbon dioxide,13.9
res,MA,2002,million metric tons of carbon dioxide,15.7
res,MA,2017,million metric tons of carbon dioxide,12.3
res,MA,2016,million metric tons of carbon dioxide,11.3
